DATADOACAO,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA
31/07/2020,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Rio Grande,RS,07/08/2020
31/07/2020,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Rio Grande,RS,07/08/2020
31/07/2020,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Santa Vitoria do Palmar,RS,10/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SMS de Santa Vitoria do Palmar,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE ERVAL GRANDE  RS,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS DE  CORONEL BICACO  RS,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE CAMPINA DAS MISSOES,RS,15/08/2020
09/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 241.450,SECR MUN DE SAUDE DE IRAI  RS,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,SMS DE TRES DE MAIO  RS,RS,15/08/2020
09/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 48.290,SMS DE GIRUA  RS,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SECR MUN DE SAUDE DE  FREDERICO WESTPHAL,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Encantado,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SMS DE GUARANI DAS MISSOES  RS,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,SMS de Charqueadas,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE PEDRO OSORIO  RS,RS,15/08/2020
09/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE SAO FRANCISCO DE PA,RS,15/08/2020
14/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SMS de Sao Luiz Gonzaga,RS,20/08/2020
14/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Capao da Canoa,RS,20/08/2020
14/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS DE MONTENEGRO  RS,RS,20/08/2020
14/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE PORTO XAVIER  RS,RS,20/08/2020
14/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SECR MUN DE SAUDE DE SANTO ANTONIO DA PA,RS,20/08/2020
14/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE TRES PASSOS  RS,RS,20/08/2020
14/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Dom Pedrito,RS,20/08/2020
14/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Sao Jeronimo,RS,20/08/2020
21/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SECR MUN DE SAUDE DE CARAZINHO RS,RS,24/08/2020
21/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,5, 300.000,SECR MUN DE SAUDE DE OSORIO RS,RS,24/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 241.450,SECR MUN DE SAUDE DE OSORIO RS,RS,24/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,4, 193.160,SECR MUN DE SAUDE DE MARIANA PIMENTEL,RS,25/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,4, 193.160,SMS de Rio Grande,RS,25/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 241.450,SMS de Rio Grande,RS,25/08/2020
21/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,5, 300.000,SMS de Rio Grande,RS,25/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE PEDRO OSORIO RS,RS,26/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 241.450,SMS de Bage,RS,26/08/2020
21/08/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,5, 300.000,SMS de Santana do Livramento,RS,26/08/2020
21/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 241.450,SMS de Santana do Livramento,RS,26/08/2020
27/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Rosario do Sul,RS,01/09/2020
27/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,SMS de Rosario do Sul,RS,01/09/2020
27/08/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de Cacapava do Sul,RS,02/09/2020
04/09/2020,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SECR. MUN. DE SAUDE DE CACHOEIRINHA,RS,10/09/2020
11/09/2020,VYAIRE,RIO GRANDE DO SUL ,ESTADO,UTI,70, 4.200.000,SES RIO GRANDE DO SUL,RS,15/09/2020
11/09/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,ESTADO,TRANSPORTE USA,30, 1.893.779,10,SES RIO GRANDE DO SUL,RS,15/09/2020
21/09/2020,LEISTUNG,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SMS DE MONTENEGRO  RS,RS,28/09/2020
24/09/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,5, 315.629,85,SECR MUN DE SAUDE DE SAO FRANCISCO DE PAULA,RS,30/09/2020
08/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,ESTADO,TRANSPORTE USA,10, 631.259,70,3o Batalhao de Suprimento,RS,15/10/2020
08/10/2020,KTK,RIO GRANDE DO SUL ,ESTADO,UTI,5, 300.000,3o Batalhao de Suprimento,RS,15/10/2020
16/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE MUCUM  RS,RS,21/10/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECRETARIA MUNICIPAL DE SAUDE DE ITAQUI,RS,30/10/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,9, 540.000,SMS de Passo Fundo,RS,30/10/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE DOIS LAJEADOS RS,RS,29/10/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE MUCUM RS,RS,29/10/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS DE TUPANCIRETA RS,RS,03/11/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS DE PALMEIRA DAS MISSOES,RS,29/10/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,SECR MUN DE SAUDE DE ACEGUA RS,RS,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Cacequi,RS,30/10/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Dom Pedrito,RS,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Jaguari,RS,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS DE MATA RS,RS,30/10//2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SMS de Nova Esperanca do Sul,RS,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SECR MUN DE SAUDE DE QUARAI RS,RS,03/11/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE QUARAI RS,RS,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Rosario do Sul,RS,03/11/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,SMS de Sao Pedro do Sul,RS,30/10/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Sao Vicente do Sul,RS,30/10/2020
26/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Sao Vicente do Sul,RS,30/10/2020
26/10/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Unistalda,RS,31/10/2020
29/10/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE SANTO AUGUSTO RS,RS,03/11/2020
20/11/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SECR MUN DE SAUDE DE SAO MARTINHO  RS,RS,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SECR MUN DE SAUDE DE TUCUNDUVA  RS,RS,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,SMS de Horizontina,RS,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,3, 189.377,91,SMS DE TRES DE MAIO  RS,RS,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,4, 252.503,88,SMS DE SANTA ROSA RS,RS,25/11/2020
20/11/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,3, 189.377,91,SMS de Santa Cruz do Sul,RS,26/11/2021
20/11/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,SECR MUN DE SAUDE DE SAO MARTINHO  RS,RS,25/11/2020
20/11/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,SMS de Horizontina,RS,25/11/2020
20/11/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,8, 480.000,SMS DE TRES DE MAIO  RS,RS,25/11/2020
20/11/2020,MAGNAMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,8, 480.000,SMS DE SANTA ROSA RS,RS,25/11/2020
08/12/2020,LEISTUNG,RIO GRANDE DO SUL ,MUNICIPIO,UTI,10, 600.000,SMS de Pelotas,RS,09/12/2020
08/12/2020,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE RESTINGA SECA  RS,RS,09/12/2020
08/12/2020,LEISTUNG,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR MUN DE SAUDE DE RESTINGA SECA  RS,RS,09/12/2020
08/12/2020,LEISTUNG,RIO GRANDE DO SUL ,MUNICIPIO,UTI,30, 1.800.000,SMS de Caxias do Sul,RS,09/12/2020
12/12/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,10, 600.000,SMS de Novo Hamburgo,RS,16/12/2020
18/12/2020,VYAIRE/INTERMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,HOSPITAL BOM PASTOR IJUI,RS,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,UNIDADE BASICA DE SAUDE DE MANOEL VIANA,RS,23/12/2020
18/12/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,HOSPITAL DE CARIDADE DE SANTO CRISTO,RS,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,3, 189.377,91,HOSPITAL PANAMBI,RS,23/12/2020
18/12/2020,VYAIRE/INTERMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL PANAMBI,RS,23/12/2020
18/12/2020,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,HOSPITAL SANTO ANTONIO,RS,23/12/2020
18/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,Hospital Infantil fundacao Ivan Goulart,RS,23/12/2020
23/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,3, 189.377,91,SANTA CASA DE CARIDADE DE BAGE,RS,30/12/2020
23/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,2, 126.251,94,HOSPITAL DE CARIDADE BOA VISTA,RS,30/12/2020
23/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL CAMPINA,RS,30/12/2020
23/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL DE CARIDADE SAO ROQUE,RS,30/12/2020
23/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL BOM PASTOR,RS,30/12/2020
23/12/2020,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE USA,1, 63.125,97,HOSPITAL SAO PATRICIO DE ITAQUI,RS,30/12/2020
15/01/2021,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,10, 600.000,HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA,RS,15/01/2021
22/01/2021,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL SAO LUIZ GONZAGA,RS,26/01/2021
22/01/2021,VYAIRE,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,HOSPITAL SAO JOSE,RS,26/01/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,ESTADO,TRANSPORTE,7, 140.000,HOSPITAL NOSSA SENHORA DA CONCEICAO SA_RS,RS,26/02/2021
26/02/2021,VYAIRE LTV 2200 USA,RIO GRANDE DO SUL ,ESTADO,TRANSPORTE USA,23, 1.451.897,31,HOSPITAL NOSSA SENHORA DA CONCEICAO SA_RS,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,8, 160.000,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL ESTRELA,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 100.000,HOSPITAL BRUNO BORN,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 100.000,HOSPITAL DE CARIDADE SAO ROQUE,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL SAO JOAO BATISTA NOVA BRESCIA,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL SAO JOSE,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL DE CARIDADE DE SANTIAGO,RS,26/02/2021
26/02/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 100.000,UCPEL HOSPITAL UNIVERSITARIO SAO FRANCISCO DE PAULA,RS,26/02/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO,RS,07/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL SAPIRANGA,RS,06/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL SANTO ANTONIO de TAPEJARA,RS,06/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL SAO LUIZ de DOM PEDRITO,RS,08/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL PADRE CATELLI,RS,07/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL DOUTOR OSCAR BENEVOLO,RS,07/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,9, 180.000,FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO,RS,07/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL DE CARIDADE SANTANA BOM RETIRO DO SUL,RS,07/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 100.000,HOSPITAL CASA DE SAUDE SANTA MARIA,RS,07/03/2021
04/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,15, 300.000,SMS de Canoas,RS,07/03/2021
06/03/2021,LEISTUNG,RIO GRANDE DO SUL ,ESTADO,UTI,25, 1.500.000,SMS PORTO ALEGRE,RS,07/03/2021
11/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL BENEFICENTE LEONILDA BRUNET ,RS,15/03/2021
11/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL BENEFICENTE SAO JOAO ARVOREZINHA,RS,15/03/2021
11/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL MUNICIPAL SAO JOSE IBIRAIARAS ,RS,15/03/2021
11/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL SANTA TERESINHA ENCANTADO ,RS,15/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SECR. MUN. DE SAUDE DE SAO JOSE DO OURO ,RS,15/03/2021
13/03/2021,HORTRON ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,SECR. MUN. DE SAUDE DE SAO JOSE DO OURO ,RS,15/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Faxinal do Soturno ,RS,16/03/2021
13/03/2021,HORTRON ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Faxinal do Soturno ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Lajeado ,RS,16/03/2021
13/03/2021,HORTRON ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,SMS de Erechim ,RS,15/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Sao Jeronimo ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,5, 100.000,HOSPITAL MONTENEGRO ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,6, 120.000,HOSPITAL CASA DE SAUDE ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,10, 200.000,HOSPITAL UNIVERSITARIO DE SANTA MARIA ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Sao Pedro do Sul ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,SECR. MUN. DE SAUDE DE SANTA BARBARA DO SUL ,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,4, 80.000,SECR. MUN. DE SAUDE DE NOVA PRATA,RS,16/03/2021
13/03/2021,KTK,RIO GRANDE DO SUL ,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL MUNICIPAL VILA MARIA ,RS,16/03/2021
13/03/2021,LIFEMED,RIO GRANDE DO SUL ,ESTADO,UTI,40, 2.400.000,SES DE PORTO ALEGRE,RS,15/03/2021
13/03/2021,ALLIAGE ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,SMS de Pelotas ,RS,17/03/2021
13/03/2021,HORTRON ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Pelotas ,RS,17/03/2021
13/03/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,10, 600.000,SMS de Passo Fundo,RS,16/03/2021
19/03/2021,LIFEMED ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL NOSSA SENHORA DA OLIVEIRA ,RS,23/03/2021
19/03/2021,LIFEMED ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,SANTA CASA DE CARIDADE DE BAGE ,RS,23/03/2021
19/03/2021,LIFEMED ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,HOSPITAL UNIVERSITARIO URCAMP,RS,23/03/2021
19/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SECR. MUN. DE SAUDE DE ESTANCIA VELHA,RS,23/03/2021
19/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,5, 300.000,SMS de Alegrete,RS,23/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL DE CARIDADE BRASILINA TERRA,RS,27/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,HOSPITAL CRISTO REDENTOR MARAU,RS,27/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,HOSPITAL DE CAMPANHA COVID 19,RS,27/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL SAO JOSE SERTAO,RS,26/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL SCHLATTER,RS,26/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,4, 240.000,SMS de Bento Goncalves,RS,27/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL DE CARIDADE DE IJUI,RS,26/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SECR MUN DE SAUDE DE BOM PRINCIPIO  RS,RS,26/03/2021
24/03/2021,INSPIRAR ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL NOSSA SENHORA APARECIDA DE CAMA,RS,27/03/2021
29/03/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Jaguar,RS,02/04/2021
29/03/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,5, 300.000,HOSPITAL DOM JOAO BECKER,RS,01/04/2021
29/03/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,CENTRO MUNICIPAL DE SAUDE SYNVAL GUAZELLI,RS,02/04/2021
29/03/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,HOSPITAL SANTO ANTONIO ESTACAO,RS,01/04/2021
29/03/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,UNIDADE SANITARIA MATO CASTELHANO,RS,01/04/2021
16/04/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,POLICLINICA TIMBAUVA ,RS,20/04/2021
16/04/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,HOSPITAL SAO JOAO SANANDUVA ,RS,19/04/2021
16/04/2021,LIFEMED,RIO GRANDE DO SUL ,MUNICIPIO,UTI,1, 60.000,HOSPITAL SANTO ANTONIO TENENTE PORTELA ,RS,20/04/2021
19/04/2021,HORTRON ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,3, 180.000,SMS DE SAO BORJA,RS,22/04/2021
19/04/2021,HORTRON ,RIO GRANDE DO SUL ,MUNICIPIO,UTI,2, 120.000,SMS de Pantano Grande,RS,22/04/2021
18/04/2020,VYAIRE,SANTA CATARINA,ESTADO,UTI,15, 900.000,Hospital e Maternidade Marieta Konder Bornhausen - ITAJAI/SC,SC,19/04/2020
